Construct_Name,Source,Total_Paper_Count,Concept_Levels,Journal_Count,Journals,Year_Min,Year_Max
Air traffic controller,OpenAlex,2,3,1,Journal of Applied Psychology,1993,1993
Alcoholic intoxication,OpenAlex,2,4,1,Journal of Applied Psychology,1942,1992
Anagram,OpenAlex,2,3,1,Journal of Management,1995,1995
Annoyance,OpenAlex,2,3,1,Journal of Applied Psychology,1977,1977
Appeal to emotion,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,1995,2016
Asian psychology,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,2001,2006
Attunement,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,2018,2024
Audit committee,OpenAlex,2,3,1,Journal of Management,2018,2023
Auditory stimuli,OpenAlex,2,3,1,Journal of Applied Psychology,1940,1942
Autoepistemic logic,OpenAlex,2,4,1,Journal of Management,2001,2001
Ballet,OpenAlex,2,3,2,Academy of Management Journal; Journal of Vocational Behavior,2020,2025
Bayesian hierarchical modeling,OpenAlex,2,4,1,Journal of Management,2014,2014
Bias of an estimator,OpenAlex,2,4,2,Journal of Applied Psychology; Personnel Psychology,2001,2023
Binge eating,OpenAlex,2,3,1,Applied Psychology: An International Review,2020,2024
Binge-eating disorder,OpenAlex,2,4,1,Applied Psychology: An International Review,2020,2024
Bipolar disorder,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,1944,2017
Black Power,OpenAlex,2,3,1,Journal of Applied Psychology,1980,1980
Board certification,OpenAlex,2,4,1,Journal of Management,2001,2001
Boldness,OpenAlex,2,3,2,Journal of Applied Psychology; Personnel Psychology,1940,2010
Brazilian Portuguese,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Vocational Behavior,2012,2018
Budget process,OpenAlex,2,3,1,Academy of Management Journal,1973,1973
Bulimia nervosa,OpenAlex,2,3,1,Applied Psychology: An International Review,2020,2024
Bunker,OpenAlex,2,3,1,Personnel Psychology,1970,2010
Burnout syndrome,OpenAlex,2,3,1,Applied Psychology: An International Review,2008,2015
Business cluster,OpenAlex,2,3,1,Journal of Management,2009,2018
Business process modeling,OpenAlex,2,4,2,Academy of Management Journal; Journal of Management,2011,2019
Business relationship management,OpenAlex,2,4,1,Academy of Management Journal,2005,2016
Capital formation,OpenAlex,2,4,1,Academy of Management Journal,1989,2005
Cardiovascular health,OpenAlex,2,3,1,Journal of Organizational Behavior,2006,2009
Centrifugal force,OpenAlex,2,3,1,Academy of Management Journal,2003,2003
Chaebol,OpenAlex,2,3,1,Academy of Management Journal,2003,2003
Chat room,OpenAlex,2,3,1,Journal of Vocational Behavior,2007,2024
Chief audit executive,OpenAlex,2,5,1,Applied Psychology: An International Review,2025,2026
Chinese culture,OpenAlex,2,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,2016,2017
Civil servants,OpenAlex,2,3,2,Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,1999,2008
Cognitive architecture,OpenAlex,2,3,1,Journal of Applied Psychology,1980,1980
Cognitive impairment,OpenAlex,2,3,2,Applied Psychology: An International Review; Personnel Psychology,1998,2022
Cognitive restructuring,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Occupational and Organizational Psychology,2000,2021
Collective agreement,OpenAlex,2,3,1,Academy of Management Journal,1984,1984
Collective leadership,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,2024,2026
Complexity theory and organizations,OpenAlex,2,3,1,Academy of Management Journal,2016,2018
Conceptual schema,OpenAlex,2,3,1,Academy of Management Journal,1968,1968
Conflict resolution strategy,OpenAlex,2,3,1,Journal of Applied Psychology,1979,2008
Constructivism (international relations),OpenAlex,2,4,1,Journal of Vocational Behavior,2004,2004
Contextual design,OpenAlex,2,3,2,Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,1988,2025
Convergent thinking,OpenAlex,2,4,2,Journal of Occupational and Organizational Psychology; Personnel Psychology,2021,2026
Conversation analysis,OpenAlex,2,3,2,Academy of Management Journal; Journal of Applied Psychology,1967,2023
Corporate sustainability,OpenAlex,2,3,2,Academy of Management Journal; Journal of Management,2021,2025
Correlation ratio,OpenAlex,2,3,1,Journal of Applied Psychology,1997,1998
Counselor education,OpenAlex,2,3,1,Journal of Vocational Behavior,2007,2011
Criterion-referenced test,OpenAlex,2,3,1,Journal of Applied Psychology,1979,1979
Cross-examination,OpenAlex,2,3,1,Journal of Applied Psychology,2002,2004
Cross-sectional regression,OpenAlex,2,4,1,Journal of Applied Psychology,1999,1999
Cultural assimilation,OpenAlex,2,3,2,Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,2006,2026
Customer knowledge,OpenAlex,2,5,1,Journal of Applied Psychology,2001,2014
Customer Service Assurance,OpenAlex,2,5,2,Journal of Applied Psychology; Personnel Psychology,1996,2010
Decision fatigue,OpenAlex,2,5,2,Journal of Applied Psychology; Journal of Vocational Behavior,1997,2021
Decision-making,OpenAlex,2,3,1,Journal of Vocational Behavior,2019,2021
Demographic change,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,2005,2011
Depressed mood,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,2005,2022
Depressive mood,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Vocational Behavior,2003,2013
Destinations,OpenAlex,2,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,1991,2001
Dieting,OpenAlex,2,4,1,Applied Psychology: An International Review,2012,2020
Differentiator,OpenAlex,2,3,1,Journal of Management,1996,1996
Displaced workers,OpenAlex,2,3,2,Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,2009,2017
Distributed leadership,OpenAlex,2,4,2,Journal of Organizational Behavior; Personnel Psychology,2015,2024
Divergent thinking,OpenAlex,2,3,2,Journal of Occupational and Organizational Psychology; Personnel Psychology,2021,2026
Driving under the influence,OpenAlex,2,4,1,Applied Psychology: An International Review,2014,2014
Dual process theory (moral psychology),OpenAlex,2,3,2,Academy of Management Journal; Journal of Applied Psychology,2003,2024
Educational administration,OpenAlex,2,3,1,Academy of Management Journal,1967,1968
Effects of cannabis,OpenAlex,2,4,2,Applied Psychology: An International Review; Journal of Occupational and Organizational Psychology,2014,2026
Emancipation,OpenAlex,2,3,1,Academy of Management Journal,2020,2022
Emotional eating,OpenAlex,2,4,1,Applied Psychology: An International Review,2020,2020
Employer branding,OpenAlex,2,4,1,Journal of Vocational Behavior,2001,2019
Energy requirement,OpenAlex,2,3,1,Journal of Applied Psychology,1981,1981
Envelope (radar),OpenAlex,2,3,2,Academy of Management Journal; Journal of Vocational Behavior,1992,2024
Environmental design and planning,OpenAlex,2,4,2,Academy of Management Journal; Journal of Management,1974,2013
Environmental disaster,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Management,1984,2006
Environmental noise,OpenAlex,2,3,1,Journal of Applied Psychology,1985,1985
Equity risk,OpenAlex,2,3,2,Academy of Management Journal; Journal of Management,2012,2022
Ethnically diverse,OpenAlex,2,3,1,Journal of Applied Psychology,1997,2011
Evidential reasoning approach,OpenAlex,2,4,2,Journal of Applied Psychology; Journal of Vocational Behavior,1980,1989
Executive power,OpenAlex,2,3,1,Academy of Management Journal,2002,2002
Experimental psychology,OpenAlex,2,3,2,Journal of Applied Psychology; Personnel Psychology,1949,2017
Explicit memory,OpenAlex,2,4,2,Applied Psychology: An International Review; Journal of Applied Psychology,1996,2009
Faculty development,OpenAlex,2,3,1,Journal of Applied Psychology,1973,1976
False memory,OpenAlex,2,3,1,Journal of Applied Psychology,1995,2003
Family planning,OpenAlex,2,4,2,Journal of Applied Psychology; Journal of Vocational Behavior,1983,2025
Fiduciary,OpenAlex,2,3,2,Academy of Management Journal; Journal of Management,2010,2017
Field dependence,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1974,1979
Figure–ground,OpenAlex,2,3,1,Journal of Applied Psychology,1954,1955
Film industry,OpenAlex,2,3,1,Journal of Management,2000,2000
Fixation (population genetics),OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,1936,2021
Fixed effects model,OpenAlex,2,3,2,Journal of Organizational Behavior; Personnel Psychology,1996,2015
Focal point,OpenAlex,2,3,1,Academy of Management Journal,1973,1973
Food insecurity,OpenAlex,2,4,2,Journal of Applied Psychology; Personnel Psychology,2025,2026
Food systems,OpenAlex,2,4,2,Journal of Applied Psychology; Journal of Organizational Behavior,2026,2026
Frequentist probability,OpenAlex,2,3,1,Journal of Management,2012,2014
Functional manager,OpenAlex,2,5,2,Journal of Applied Psychology; Journal of Management,2003,2011
Gambling disorder,OpenAlex,2,3,1,Applied Psychology: An International Review,2016,2020
Gastro-,OpenAlex,2,4,1,Academy of Management Journal,1964,1964
Gene expression,OpenAlex,2,3,2,Academy of Management Journal; Journal of Management,2003,2024
Generation x,OpenAlex,2,3,2,Journal of Management; Journal of Occupational and Organizational Psychology,2010,2021
Generative model,OpenAlex,2,3,2,Journal of Applied Psychology; Personnel Psychology,2017,2025
Genotype,OpenAlex,2,3,2,Academy of Management Journal; Journal of Applied Psychology,2011,2019
Gibbs isotherm,OpenAlex,2,3,2,Academy of Management Journal; Journal of Occupational and Organizational Psychology,2008,2008
Global warming,OpenAlex,2,3,2,Academy of Management Journal; Applied Psychology: An International Review,2012,2013
Graduate medical education,OpenAlex,2,3,1,Academy of Management Journal,1971,1971
Grassroots,OpenAlex,2,3,1,Academy of Management Journal,2019,2022
Grind,OpenAlex,2,3,2,Academy of Management Journal; Journal of Management,2010,2019
Group tests,OpenAlex,2,3,1,Journal of Applied Psychology,1919,1926
Health administration,OpenAlex,2,3,1,Academy of Management Journal,1971,1971
Health policy,OpenAlex,2,3,1,Academy of Management Journal,1994,1994
Homoscedasticity,OpenAlex,2,3,2,Journal of Applied Psychology; Personnel Psychology,1962,1990
Hyperbolic discounting,OpenAlex,2,3,1,Journal of Vocational Behavior,1998,2003
Hypoxia (environmental),OpenAlex,2,3,1,Journal of Applied Psychology,1970,1973
ICTS,OpenAlex,2,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,2020,2024
Identity crisis,OpenAlex,2,3,1,Academy of Management Journal,2014,2020
Illicit drug,OpenAlex,2,3,1,Journal of Applied Psychology,2006,2008
Image processing,OpenAlex,2,3,2,Applied Psychology: An International Review; Personnel Psychology,1970,2012
Infertility,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,2018,2026
Information bias,OpenAlex,2,3,2,Journal of Management; Personnel Psychology,2006,2014
Innovator,OpenAlex,2,3,2,Academy of Management Journal; Journal of Organizational Behavior,2004,2026
Internal audit,OpenAlex,2,3,2,Journal of Management; Personnel Psychology,1985,2018
Internal conflict,OpenAlex,2,3,2,Academy of Management Journal; Journal of Organizational Behavior,2008,2012
Job placement,OpenAlex,2,3,1,Journal of Applied Psychology,2025,2025
Journaling file system,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,2016,2020
Land-use planning,OpenAlex,2,3,2,Academy of Management Journal; Journal of Management,1974,2013
Lawrence Kohlberg's stages of moral development,OpenAlex,2,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,1983,2015
Life chances,OpenAlex,2,3,2,Academy of Management Journal; Journal of Applied Psychology,2022,2025
Life review,OpenAlex,2,3,1,Journal of Vocational Behavior,1999,2016
List price,OpenAlex,2,3,1,Journal of Organizational Behavior,1981,1986
Loevinger's stages of ego development,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Vocational Behavior,1978,2010
Long-term memory,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,1966,2012
Low wage,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,2010,2015
Major depressive disorder,OpenAlex,2,3,1,Applied Psychology: An International Review,2018,2021
Male Homosexuality,OpenAlex,2,5,1,Journal of Applied Psychology,2002,2019
Mania,OpenAlex,2,4,2,Applied Psychology: An International Review; Journal of Applied Psychology,1944,2017
Marine transgression,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,2003,2022
Marxist philosophy,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Management,1985,2004
Mass customization,OpenAlex,2,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,2015,2019
Medical malpractice,OpenAlex,2,3,1,Journal of Applied Psychology,1988,1988
Medical sociology,OpenAlex,2,3,2,Academy of Management Journal; Journal of Applied Psychology,1953,2026
Member states,OpenAlex,2,3,2,Journal of Applied Psychology; Personnel Psychology,2012,2025
Memoria,OpenAlex,2,3,1,Journal of Applied Psychology,1998,2001
Memory span,OpenAlex,2,4,1,Journal of Applied Psychology,1924,1934
Men who have sex with men,OpenAlex,2,4,1,Journal of Applied Psychology,2002,2019
Mental image,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,1933,2019
Mental representation,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Organizational Behavior,2019,2025
Metal-organic framework,OpenAlex,2,3,1,Academy of Management Journal,1986,1986
Methylphenidate,OpenAlex,2,3,1,Journal of Applied Psychology,1984,1984
