Construct_Name,Source,Total_Paper_Count,Concept_Levels,Journal_Count,Journals,Year_Min,Year_Max,Recovered_Level2,Old_Unified_Paper_Count
Subjective expected utility,OpenAlex,3,3,2,Journal of Vocational Behavior; Personnel Psychology,1987,1993,False,0
Suicidal ideation,OpenAlex,3,4,2,Applied Psychology: An International Review; Journal of Vocational Behavior,1994,2005,False,2
Supplier relationship management,OpenAlex,3,4,2,Academy of Management Journal; Journal of Management,2005,2022,False,1
System justification,OpenAlex,3,4,2,Academy of Management Journal; Journal of Applied Psychology,2023,2025,False,0
Test statistic,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Management,2004,2010,False,0
Test theory,OpenAlex,3,3,2,Journal of Applied Psychology; Personnel Psychology,1978,1992,False,1
Traffic noise,OpenAlex,3,3,1,Journal of Applied Psychology,1981,2000,False,0
Translation (biology),OpenAlex,3,4,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Management,2017,2025,False,0
Type 2 diabetes,OpenAlex,3,3,1,Applied Psychology: An International Review,2010,2021,False,0
Unrest,OpenAlex,3,3,2,Academy of Management Journal; Journal of Applied Psychology,1950,2020,False,4
Value capture,OpenAlex,3,3,2,Academy of Management Journal; Journal of Management,2008,2021,False,0
Verbal memory,OpenAlex,3,3,1,Journal of Applied Psychology,1983,1999,False,0
Verifiable secret sharing,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,1975,2000,False,0
Virtual organization,OpenAlex,3,3,1,Journal of Management,2001,2004,False,0
Web of science,OpenAlex,3,3,3,Applied Psychology: An International Review; Journal of Management; Journal of Vocational Behavior,1989,2013,False,0
Wechsler Preschool and Primary Scale of Intelligence,OpenAlex,3,5,2,Applied Psychology: An International Review; Journal of Applied Psychology,1950,2021,False,0
Weight stigma,OpenAlex,3,4,2,Applied Psychology: An International Review; Journal of Applied Psychology,2015,2017,False,0
Zhàng,OpenAlex,3,3,2,Journal of Vocational Behavior; Personnel Psychology,2018,2023,False,0
Air traffic controller,OpenAlex,2,3,1,Journal of Applied Psychology,1993,1993,False,1
Alcoholic intoxication,OpenAlex,2,4,1,Journal of Applied Psychology,1942,1992,False,0
Anagram,OpenAlex,2,3,1,Journal of Management,1995,1995,False,1
Annoyance,OpenAlex,2,3,1,Journal of Applied Psychology,1977,1977,False,2
Appeal to emotion,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,1995,2016,False,1
Asian psychology,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,2001,2006,False,0
Attunement,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,2018,2024,False,0
Audit committee,OpenAlex,2,3,1,Journal of Management,2018,2023,False,0
Auditory stimuli,OpenAlex,2,3,1,Journal of Applied Psychology,1940,1942,False,0
Autoepistemic logic,OpenAlex,2,4,1,Journal of Management,2001,2001,False,0
Ballet,OpenAlex,2,3,2,Academy of Management Journal; Journal of Vocational Behavior,2020,2025,False,0
Bayesian hierarchical modeling,OpenAlex,2,4,1,Journal of Management,2014,2014,False,0
Bias of an estimator,OpenAlex,2,4,2,Journal of Applied Psychology; Personnel Psychology,2001,2023,False,0
Binge eating,OpenAlex,2,3,1,Applied Psychology: An International Review,2020,2024,False,0
Binge-eating disorder,OpenAlex,2,4,1,Applied Psychology: An International Review,2020,2024,False,0
Bipolar disorder,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,1944,2017,False,0
Black Power,OpenAlex,2,3,1,Journal of Applied Psychology,1980,1980,False,0
Board certification,OpenAlex,2,4,1,Journal of Management,2001,2001,False,0
Boldness,OpenAlex,2,3,2,Journal of Applied Psychology; Personnel Psychology,1940,2010,False,0
Brazilian Portuguese,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Vocational Behavior,2012,2018,False,0
Budget process,OpenAlex,2,3,1,Academy of Management Journal,1973,1973,False,0
Bulimia nervosa,OpenAlex,2,3,1,Applied Psychology: An International Review,2020,2024,False,0
Bunker,OpenAlex,2,3,1,Personnel Psychology,1970,2010,False,0
Burnout syndrome,OpenAlex,2,3,1,Applied Psychology: An International Review,2008,2015,False,6
Business cluster,OpenAlex,2,3,1,Journal of Management,2009,2018,False,0
Business process modeling,OpenAlex,2,4,2,Academy of Management Journal; Journal of Management,2011,2019,False,0
Business relationship management,OpenAlex,2,4,1,Academy of Management Journal,2005,2016,False,0
Capital formation,OpenAlex,2,4,1,Academy of Management Journal,1989,2005,False,0
Cardiovascular health,OpenAlex,2,3,1,Journal of Organizational Behavior,2006,2009,False,0
Centrifugal force,OpenAlex,2,3,1,Academy of Management Journal,2003,2003,False,0
Chaebol,OpenAlex,2,3,1,Academy of Management Journal,2003,2003,False,0
Chat room,OpenAlex,2,3,1,Journal of Vocational Behavior,2007,2024,False,0
Chief audit executive,OpenAlex,2,5,1,Applied Psychology: An International Review,2025,2026,False,0
Chinese culture,OpenAlex,2,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,2016,2017,False,4
Civil servants,OpenAlex,2,3,2,Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,1999,2008,False,14
Cognitive architecture,OpenAlex,2,3,1,Journal of Applied Psychology,1980,1980,False,5
Cognitive impairment,OpenAlex,2,3,2,Applied Psychology: An International Review; Personnel Psychology,1998,2022,False,0
Cognitive restructuring,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Occupational and Organizational Psychology,2000,2021,False,2
Collective agreement,OpenAlex,2,3,1,Academy of Management Journal,1984,1984,False,0
Collective leadership,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,2024,2026,False,0
Complexity theory and organizations,OpenAlex,2,3,1,Academy of Management Journal,2016,2018,False,2
Conceptual schema,OpenAlex,2,3,1,Academy of Management Journal,1968,1968,False,0
Conflict resolution strategy,OpenAlex,2,3,1,Journal of Applied Psychology,1979,2008,False,1
Constructivism (international relations),OpenAlex,2,4,1,Journal of Vocational Behavior,2004,2004,False,0
Contextual design,OpenAlex,2,3,2,Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,1988,2025,False,1
Convergent thinking,OpenAlex,2,4,2,Journal of Occupational and Organizational Psychology; Personnel Psychology,2021,2026,False,0
Conversation analysis,OpenAlex,2,3,2,Academy of Management Journal; Journal of Applied Psychology,1967,2023,False,0
Corporate sustainability,OpenAlex,2,3,2,Academy of Management Journal; Journal of Management,2021,2025,False,4
Correlation ratio,OpenAlex,2,3,1,Journal of Applied Psychology,1997,1998,False,0
Counselor education,OpenAlex,2,3,1,Journal of Vocational Behavior,2007,2011,False,0
Criterion-referenced test,OpenAlex,2,3,1,Journal of Applied Psychology,1979,1979,False,0
Cross-examination,OpenAlex,2,3,1,Journal of Applied Psychology,2002,2004,False,0
Cross-sectional regression,OpenAlex,2,4,1,Journal of Applied Psychology,1999,1999,False,0
Cultural assimilation,OpenAlex,2,3,2,Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,2006,2026,False,3
Customer knowledge,OpenAlex,2,5,1,Journal of Applied Psychology,2001,2014,False,0
Customer Service Assurance,OpenAlex,2,5,2,Journal of Applied Psychology; Personnel Psychology,1996,2010,False,0
Decision fatigue,OpenAlex,2,5,2,Journal of Applied Psychology; Journal of Vocational Behavior,1997,2021,False,0
Decision-making,OpenAlex,2,3,1,Journal of Vocational Behavior,2019,2021,False,0
Demographic change,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,2005,2011,False,1
Depressed mood,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,2005,2022,False,1
Depressive mood,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Vocational Behavior,2003,2013,False,2
Destinations,OpenAlex,2,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,1991,2001,False,0
Dieting,OpenAlex,2,4,1,Applied Psychology: An International Review,2012,2020,False,0
Differentiator,OpenAlex,2,3,1,Journal of Management,1996,1996,False,0
Displaced workers,OpenAlex,2,3,2,Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,2009,2017,False,0
Distributed leadership,OpenAlex,2,4,2,Journal of Organizational Behavior; Personnel Psychology,2015,2024,False,1
Divergent thinking,OpenAlex,2,3,2,Journal of Occupational and Organizational Psychology; Personnel Psychology,2021,2026,False,0
Driving under the influence,OpenAlex,2,4,1,Applied Psychology: An International Review,2014,2014,False,0
Dual process theory (moral psychology),OpenAlex,2,3,2,Academy of Management Journal; Journal of Applied Psychology,2003,2024,False,0
Educational administration,OpenAlex,2,3,1,Academy of Management Journal,1967,1968,False,0
Effects of cannabis,OpenAlex,2,4,2,Applied Psychology: An International Review; Journal of Occupational and Organizational Psychology,2014,2026,False,0
Emancipation,OpenAlex,2,3,1,Academy of Management Journal,2020,2022,False,0
Emotional eating,OpenAlex,2,4,1,Applied Psychology: An International Review,2020,2020,False,1
Employer branding,OpenAlex,2,4,1,Journal of Vocational Behavior,2001,2019,False,1
Energy requirement,OpenAlex,2,3,1,Journal of Applied Psychology,1981,1981,False,0
Envelope (radar),OpenAlex,2,3,2,Academy of Management Journal; Journal of Vocational Behavior,1992,2024,False,0
Environmental design and planning,OpenAlex,2,4,2,Academy of Management Journal; Journal of Management,1974,2013,False,0
Environmental disaster,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Management,1984,2006,False,0
Environmental noise,OpenAlex,2,3,1,Journal of Applied Psychology,1985,1985,False,0
Equity risk,OpenAlex,2,3,2,Academy of Management Journal; Journal of Management,2012,2022,False,0
Ethnically diverse,OpenAlex,2,3,1,Journal of Applied Psychology,1997,2011,False,3
Evidential reasoning approach,OpenAlex,2,4,2,Journal of Applied Psychology; Journal of Vocational Behavior,1980,1989,False,1
Executive power,OpenAlex,2,3,1,Academy of Management Journal,2002,2002,False,0
Experimental psychology,OpenAlex,2,3,2,Journal of Applied Psychology; Personnel Psychology,1949,2017,False,0
Explicit memory,OpenAlex,2,4,2,Applied Psychology: An International Review; Journal of Applied Psychology,1996,2009,False,0
Faculty development,OpenAlex,2,3,1,Journal of Applied Psychology,1973,1976,False,0
False memory,OpenAlex,2,3,1,Journal of Applied Psychology,1995,2003,False,0
Family planning,OpenAlex,2,4,2,Journal of Applied Psychology; Journal of Vocational Behavior,1983,2025,False,0
Fiduciary,OpenAlex,2,3,2,Academy of Management Journal; Journal of Management,2010,2017,False,0
Field dependence,OpenAlex,2,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1974,1979,False,0
Figure–ground,OpenAlex,2,3,1,Journal of Applied Psychology,1954,1955,False,0
Film industry,OpenAlex,2,3,1,Journal of Management,2000,2000,False,0
Fixed effects model,OpenAlex,2,3,2,Journal of Organizational Behavior; Personnel Psychology,1996,2015,False,0
Focal point,OpenAlex,2,3,1,Academy of Management Journal,1973,1973,False,0
Food insecurity,OpenAlex,2,4,2,Journal of Applied Psychology; Personnel Psychology,2025,2026,False,1
Food systems,OpenAlex,2,4,2,Journal of Applied Psychology; Journal of Organizational Behavior,2026,2026,False,0
Frequentist probability,OpenAlex,2,3,1,Journal of Management,2012,2014,False,0
Functional manager,OpenAlex,2,5,2,Journal of Applied Psychology; Journal of Management,2003,2011,False,0
Gambling disorder,OpenAlex,2,3,1,Applied Psychology: An International Review,2016,2020,False,0
Gastro-,OpenAlex,2,4,1,Academy of Management Journal,1964,1964,False,0
Gene expression,OpenAlex,2,3,2,Academy of Management Journal; Journal of Management,2003,2024,False,1
Generation x,OpenAlex,2,3,2,Journal of Management; Journal of Occupational and Organizational Psychology,2010,2021,False,0
Generative model,OpenAlex,2,3,2,Journal of Applied Psychology; Personnel Psychology,2017,2025,False,0
Genotype,OpenAlex,2,3,2,Academy of Management Journal; Journal of Applied Psychology,2011,2019,False,0
Gibbs isotherm,OpenAlex,2,3,2,Academy of Management Journal; Journal of Occupational and Organizational Psychology,2008,2008,False,4
Global warming,OpenAlex,2,3,2,Academy of Management Journal; Applied Psychology: An International Review,2012,2013,False,0
Graduate medical education,OpenAlex,2,3,1,Academy of Management Journal,1971,1971,False,0
Grassroots,OpenAlex,2,3,1,Academy of Management Journal,2019,2022,False,1
Grind,OpenAlex,2,3,2,Academy of Management Journal; Journal of Management,2010,2019,False,0
Group tests,OpenAlex,2,3,1,Journal of Applied Psychology,1919,1926,False,0
Health administration,OpenAlex,2,3,1,Academy of Management Journal,1971,1971,False,0
Health policy,OpenAlex,2,3,1,Academy of Management Journal,1994,1994,False,0
Homoscedasticity,OpenAlex,2,3,2,Journal of Applied Psychology; Personnel Psychology,1962,1990,False,0
Hyperbolic discounting,OpenAlex,2,3,1,Journal of Vocational Behavior,1998,2003,False,0
Hypoxia (environmental),OpenAlex,2,3,1,Journal of Applied Psychology,1970,1973,False,0
ICTS,OpenAlex,2,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,2020,2024,False,3
Identity crisis,OpenAlex,2,3,1,Academy of Management Journal,2014,2020,False,0
Illicit drug,OpenAlex,2,3,1,Journal of Applied Psychology,2006,2008,False,0
Image processing,OpenAlex,2,3,2,Applied Psychology: An International Review; Personnel Psychology,1970,2012,False,0
Infertility,OpenAlex,2,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,2018,2026,False,0
Information bias,OpenAlex,2,3,2,Journal of Management; Personnel Psychology,2006,2014,False,0
Innovator,OpenAlex,2,3,2,Academy of Management Journal; Journal of Organizational Behavior,2004,2026,False,0
Internal audit,OpenAlex,2,3,2,Journal of Management; Personnel Psychology,1985,2018,False,6
Internal conflict,OpenAlex,2,3,2,Academy of Management Journal; Journal of Organizational Behavior,2008,2012,False,0
