Construct_Name,Source,Journal,Year,Concept_Level,Paper_Count,Journal_Tier,Is_Noise,Noise_Reasons
Citizenship,OpenAlex,Journal of Occupational and Organizational Psychology,1999,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Occupational and Organizational Psychology,2003,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Occupational and Organizational Psychology,2004,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Occupational and Organizational Psychology,2005,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Occupational and Organizational Psychology,2007,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Occupational and Organizational Psychology,2008,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Occupational and Organizational Psychology,2026,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Organizational Behavior,1999,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Organizational Behavior,2000,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Organizational Behavior,2006,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Organizational Behavior,2012,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Organizational Behavior,2013,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Organizational Behavior,2014,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Organizational Behavior,2016,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Organizational Behavior,2021,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Organizational Behavior,2022,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Organizational Behavior,2024,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Vocational Behavior,1988,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Vocational Behavior,2001,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Vocational Behavior,2006,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Vocational Behavior,2011,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Vocational Behavior,2014,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Vocational Behavior,2015,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Vocational Behavior,2017,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Vocational Behavior,2022,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Vocational Behavior,2023,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Personnel Psychology,1997,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Personnel Psychology,2016,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Personnel Psychology,2018,3,1,Tier_1_Core_IO,False,
Civic virtue,OpenAlex,Applied Psychology: An International Review,2008,3,1,Tier_2_Broad_Adjacent,False,
Civic virtue,OpenAlex,Journal of Applied Psychology,2001,3,1,Tier_1_Core_IO,False,
Civic virtue,OpenAlex,Journal of Management,2010,3,1,Tier_2_Broad_Adjacent,False,
Civic virtue,OpenAlex,Journal of Occupational and Organizational Psychology,2006,3,1,Tier_1_Core_IO,False,
Civic virtue,OpenAlex,Journal of Organizational Behavior,1995,3,1,Tier_1_Core_IO,False,
Civic virtue,OpenAlex,Journal of Organizational Behavior,2001,3,1,Tier_1_Core_IO,False,
Civic virtue,OpenAlex,Journal of Organizational Behavior,2017,3,1,Tier_1_Core_IO,False,
Civil servants,OpenAlex,Journal of Occupational and Organizational Psychology,2008,3,1,Tier_1_Core_IO,False,
Civil servants,OpenAlex,Journal of Organizational Behavior,1999,3,1,Tier_1_Core_IO,False,
Civil service,OpenAlex,Journal of Applied Psychology,1917,3,1,Tier_1_Core_IO,False,
Civil service,OpenAlex,Journal of Applied Psychology,1937,3,1,Tier_1_Core_IO,False,
Civil service,OpenAlex,Journal of Applied Psychology,1944,3,1,Tier_1_Core_IO,False,
Civil service,OpenAlex,Journal of Applied Psychology,1945,3,1,Tier_1_Core_IO,False,
Civil service,OpenAlex,Journal of Applied Psychology,1947,3,1,Tier_1_Core_IO,False,
Civil service,OpenAlex,Journal of Applied Psychology,2026,3,1,Tier_1_Core_IO,False,
Civil service,OpenAlex,Journal of Vocational Behavior,1977,3,1,Tier_2_Broad_Adjacent,False,
Civil service,OpenAlex,Personnel Psychology,1952,3,1,Tier_1_Core_IO,False,
Civil service,OpenAlex,Personnel Psychology,1960,3,1,Tier_1_Core_IO,False,
Civility,OpenAlex,Academy of Management Journal,2011,3,1,Tier_2_Broad_Adjacent,False,
Civility,OpenAlex,Journal of Applied Psychology,2011,3,1,Tier_1_Core_IO,False,
Civility,OpenAlex,Journal of Applied Psychology,2013,3,1,Tier_1_Core_IO,False,
Civility,OpenAlex,Journal of Applied Psychology,2015,3,1,Tier_1_Core_IO,False,
Civility,OpenAlex,Journal of Management,2011,3,1,Tier_2_Broad_Adjacent,False,
Civility,OpenAlex,Journal of Occupational and Organizational Psychology,2022,3,1,Tier_1_Core_IO,False,
Civility,OpenAlex,Journal of Organizational Behavior,2019,3,1,Tier_1_Core_IO,False,
Class consciousness,OpenAlex,Journal of Management,2017,3,1,Tier_2_Broad_Adjacent,False,
Classical conditioning,OpenAlex,Journal of Applied Psychology,1959,3,1,Tier_1_Core_IO,False,
Classical music,OpenAlex,Journal of Occupational and Organizational Psychology,2006,3,1,Tier_1_Core_IO,False,
Classical test theory,OpenAlex,Applied Psychology: An International Review,2025,4,1,Tier_2_Broad_Adjacent,False,
Classical test theory,OpenAlex,Journal of Applied Psychology,2002,4,1,Tier_1_Core_IO,False,
Classical test theory,OpenAlex,Journal of Applied Psychology,2015,4,1,Tier_1_Core_IO,False,
Classical test theory,OpenAlex,Journal of Applied Psychology,2021,4,1,Tier_1_Core_IO,False,
Classical test theory,OpenAlex,Journal of Applied Psychology,2025,4,1,Tier_1_Core_IO,False,
Clean-up,OpenAlex,Journal of Applied Psychology,1986,3,1,Tier_1_Core_IO,False,
Climate change mitigation,OpenAlex,Applied Psychology: An International Review,2012,3,1,Tier_2_Broad_Adjacent,False,
Climate justice,OpenAlex,Journal of Management,2009,3,1,Tier_2_Broad_Adjacent,False,
Climax community,OpenAlex,Journal of Applied Psychology,1920,3,1,Tier_1_Core_IO,False,
Cloak,OpenAlex,Journal of Applied Psychology,2009,3,1,Tier_1_Core_IO,False,
Closed-end fund,OpenAlex,Journal of Management,2010,3,1,Tier_2_Broad_Adjacent,False,
Club deal,OpenAlex,Journal of Management,2022,4,1,Tier_2_Broad_Adjacent,False,
CMAQ,OpenAlex,Journal of Applied Psychology,1990,3,1,Tier_1_Core_IO,False,
Coal dust,OpenAlex,Journal of Vocational Behavior,2020,3,1,Tier_2_Broad_Adjacent,False,
Coal mining,OpenAlex,Journal of Vocational Behavior,2020,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Academy of Management Journal,1995,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Academy of Management Journal,2003,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Academy of Management Journal,2006,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Academy of Management Journal,2009,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Academy of Management Journal,2010,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Academy of Management Journal,2011,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Academy of Management Journal,2012,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Academy of Management Journal,2018,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Applied Psychology: An International Review,2019,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Applied Psychology: An International Review,2026,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Journal of Applied Psychology,1942,3,1,Tier_1_Core_IO,False,
Code (set theory),OpenAlex,Journal of Applied Psychology,1944,3,1,Tier_1_Core_IO,False,
Code (set theory),OpenAlex,Journal of Applied Psychology,1945,3,1,Tier_1_Core_IO,False,
Code (set theory),OpenAlex,Journal of Applied Psychology,1946,3,1,Tier_1_Core_IO,False,
Code (set theory),OpenAlex,Journal of Applied Psychology,1958,3,1,Tier_1_Core_IO,False,
Code (set theory),OpenAlex,Journal of Applied Psychology,1960,3,1,Tier_1_Core_IO,False,
Code (set theory),OpenAlex,Journal of Applied Psychology,1962,3,1,Tier_1_Core_IO,False,
Code (set theory),OpenAlex,Journal of Management,2022,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Journal of Vocational Behavior,1971,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Journal of Vocational Behavior,1972,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Journal of Vocational Behavior,1977,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Journal of Vocational Behavior,1978,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Journal of Vocational Behavior,1989,3,1,Tier_2_Broad_Adjacent,False,
Code (set theory),OpenAlex,Journal of Vocational Behavior,1991,3,1,Tier_2_Broad_Adjacent,False,
Coeliac disease,OpenAlex,Applied Psychology: An International Review,2017,3,1,Tier_2_Broad_Adjacent,False,
Cognitive aging,OpenAlex,Applied Psychology: An International Review,2011,3,1,Tier_2_Broad_Adjacent,False,
Cognitive appraisal,OpenAlex,Academy of Management Journal,2015,3,1,Tier_2_Broad_Adjacent,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,1986,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,1996,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,1999,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,2001,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,2002,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,2006,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,2008,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,2009,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,2015,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,2017,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,2019,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Applied Psychology,2026,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Management,2010,3,1,Tier_2_Broad_Adjacent,False,
Cognitive appraisal,OpenAlex,Journal of Occupational and Organizational Psychology,1999,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Occupational and Organizational Psychology,2003,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Occupational and Organizational Psychology,2012,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Occupational and Organizational Psychology,2014,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Occupational and Organizational Psychology,2023,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Organizational Behavior,1993,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Organizational Behavior,2000,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Organizational Behavior,2004,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Organizational Behavior,2010,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Organizational Behavior,2021,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Organizational Behavior,2025,3,1,Tier_1_Core_IO,False,
Cognitive appraisal,OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Cognitive appraisal,OpenAlex,Journal of Vocational Behavior,1976,3,1,Tier_2_Broad_Adjacent,False,
Cognitive appraisal,OpenAlex,Journal of Vocational Behavior,1994,3,1,Tier_2_Broad_Adjacent,False,
Cognitive appraisal,OpenAlex,Journal of Vocational Behavior,1996,3,1,Tier_2_Broad_Adjacent,False,
Cognitive appraisal,OpenAlex,Journal of Vocational Behavior,2021,3,1,Tier_2_Broad_Adjacent,False,
Cognitive appraisal,OpenAlex,Personnel Psychology,1985,3,1,Tier_1_Core_IO,False,
Cognitive Assessment System,OpenAlex,Personnel Psychology,1998,4,1,Tier_1_Core_IO,False,
Cognitive behavioral therapy,OpenAlex,Journal of Applied Psychology,2016,3,1,Tier_1_Core_IO,False,
Cognitive bias,OpenAlex,Journal of Applied Psychology,1992,3,1,Tier_1_Core_IO,False,
Cognitive bias,OpenAlex,Journal of Applied Psychology,2000,3,1,Tier_1_Core_IO,False,
Cognitive bias,OpenAlex,Journal of Applied Psychology,2003,3,1,Tier_1_Core_IO,False,
Cognitive bias,OpenAlex,Journal of Applied Psychology,2016,3,1,Tier_1_Core_IO,False,
Cognitive bias,OpenAlex,Journal of Applied Psychology,2021,3,1,Tier_1_Core_IO,False,
Cognitive bias,OpenAlex,Journal of Applied Psychology,2024,3,1,Tier_1_Core_IO,False,
Cognitive bias,OpenAlex,Journal of Applied Psychology,2025,3,1,Tier_1_Core_IO,False,
Cognitive bias,OpenAlex,Journal of Applied Psychology,2026,3,1,Tier_1_Core_IO,False,
Cognitive bias,OpenAlex,Journal of Management,2017,3,1,Tier_2_Broad_Adjacent,False,
Cognitive bias,OpenAlex,Journal of Management,2022,3,1,Tier_2_Broad_Adjacent,False,
Cognitive bias,OpenAlex,Journal of Management,2024,3,1,Tier_2_Broad_Adjacent,False,
Cognitive bias,OpenAlex,Journal of Organizational Behavior,2015,3,1,Tier_1_Core_IO,False,
Cognitive bias,OpenAlex,Personnel Psychology,2025,3,1,Tier_1_Core_IO,False,
Cognitive complexity,OpenAlex,Academy of Management Journal,1974,3,1,Tier_2_Broad_Adjacent,False,
Cognitive complexity,OpenAlex,Journal of Applied Psychology,2007,3,1,Tier_1_Core_IO,False,
Cognitive complexity,OpenAlex,Journal of Occupational and Organizational Psychology,2004,3,1,Tier_1_Core_IO,False,
Cognitive complexity,OpenAlex,Journal of Occupational and Organizational Psychology,2026,3,1,Tier_1_Core_IO,False,
Cognitive complexity,OpenAlex,Journal of Organizational Behavior,1998,3,1,Tier_1_Core_IO,False,
Cognitive complexity,OpenAlex,Journal of Vocational Behavior,1974,3,1,Tier_2_Broad_Adjacent,False,
Cognitive complexity,OpenAlex,Journal of Vocational Behavior,1982,3,1,Tier_2_Broad_Adjacent,False,
Cognitive complexity,OpenAlex,Journal of Vocational Behavior,1984,3,1,Tier_2_Broad_Adjacent,False,
Cognitive complexity,OpenAlex,Journal of Vocational Behavior,1985,3,1,Tier_2_Broad_Adjacent,False,
Cognitive complexity,OpenAlex,Journal of Vocational Behavior,1987,3,1,Tier_2_Broad_Adjacent,False,
Cognitive complexity,OpenAlex,Journal of Vocational Behavior,1993,3,1,Tier_2_Broad_Adjacent,False,
Cognitive complexity,OpenAlex,Journal of Vocational Behavior,2011,3,1,Tier_2_Broad_Adjacent,False,
Cognitive complexity,OpenAlex,Personnel Psychology,1981,3,1,Tier_1_Core_IO,False,
Cognitive development,OpenAlex,Journal of Applied Psychology,2015,3,1,Tier_1_Core_IO,False,
Cognitive development,OpenAlex,Journal of Vocational Behavior,1978,3,1,Tier_2_Broad_Adjacent,False,
Cognitive development,OpenAlex,Journal of Vocational Behavior,1985,3,1,Tier_2_Broad_Adjacent,False,
Cognitive development,OpenAlex,Journal of Vocational Behavior,2001,3,1,Tier_2_Broad_Adjacent,False,
Cognitive dimensions of notations,OpenAlex,Journal of Applied Psychology,2001,3,1,Tier_1_Core_IO,False,
Cognitive dimensions of notations,OpenAlex,Journal of Applied Psychology,2004,3,1,Tier_1_Core_IO,False,
Cognitive dimensions of notations,OpenAlex,Journal of Occupational and Organizational Psychology,2004,3,1,Tier_1_Core_IO,False,
Cognitive dimensions of notations,OpenAlex,Personnel Psychology,1990,3,1,Tier_1_Core_IO,False,
Cognitive ergonomics,OpenAlex,Journal of Occupational and Organizational Psychology,2012,4,1,Tier_1_Core_IO,False,
Cognitive evaluation theory,OpenAlex,Academy of Management Journal,1985,4,1,Tier_2_Broad_Adjacent,False,
Cognitive evaluation theory,OpenAlex,Academy of Management Journal,2023,4,1,Tier_2_Broad_Adjacent,False,
Cognitive evaluation theory,OpenAlex,Journal of Management,1999,4,1,Tier_2_Broad_Adjacent,False,
Cognitive evaluation theory,OpenAlex,Journal of Occupational and Organizational Psychology,1992,4,1,Tier_1_Core_IO,False,
Cognitive evaluation theory,OpenAlex,Journal of Occupational and Organizational Psychology,2013,4,1,Tier_1_Core_IO,False,
Cognitive evaluation theory,OpenAlex,Journal of Organizational Behavior,2005,4,1,Tier_1_Core_IO,False,
Cognitive evaluation theory,OpenAlex,Journal of Vocational Behavior,2012,4,1,Tier_2_Broad_Adjacent,False,
Cognitive flexibility,OpenAlex,Applied Psychology: An International Review,2012,3,1,Tier_2_Broad_Adjacent,False,
Cognitive flexibility,OpenAlex,Journal of Occupational and Organizational Psychology,2025,3,1,Tier_1_Core_IO,False,
Cognitive flexibility,OpenAlex,Journal of Vocational Behavior,2019,3,1,Tier_2_Broad_Adjacent,False,
Cognitive impairment,OpenAlex,Applied Psychology: An International Review,2022,3,1,Tier_2_Broad_Adjacent,False,
Cognitive impairment,OpenAlex,Personnel Psychology,1998,3,1,Tier_1_Core_IO,False,
Cognitive Information Processing,OpenAlex,Journal of Applied Psychology,2012,3,1,Tier_1_Core_IO,False,
Cognitive Information Processing,OpenAlex,Journal of Applied Psychology,2017,3,1,Tier_1_Core_IO,False,
Cognitive Information Processing,OpenAlex,Journal of Occupational and Organizational Psychology,2009,3,1,Tier_1_Core_IO,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,1973,3,1,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,1974,3,1,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,1977,3,1,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,1986,3,1,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,1988,3,1,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,1997,3,1,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,2001,3,1,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,2002,3,1,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,2005,3,1,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,2009,3,1,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,2026,3,1,Tier_2_Broad_Adjacent,False,
